,etablissement_code_commune,etablissement_commune,Dernier établissement,rentree,AgeBacAvanceOuATemps,AgeBacRetard
133,69266,Villeurbanne,École nationale supérieure des sciences de l'information et des bibliothèques,2010,0.8555555555555555,0.14444444444444443
134,13203,Marseille  3e,Aix-Marseille Université,2010,0.5562868704597533,0.4437131295402467
135,25056,Besançon,Université de Franche-Comté,2010,0.6376276230054897,0.3623723769945103
136,38421,Saint-Martin-d'Hères,Sciences Po Grenoble,2010,0.8048780487804879,0.1951219512195122
137,69266,Villeurbanne,Institut national des sciences appliquées de Lyon,2010,0.6825678311757404,0.3174321688242596
138,75105,Paris  5e,Université Sorbonne Nouvelle - Paris 3,2010,0.516940272441495,0.48305972755850507
139,34172,Montpellier,Université de Montpellier,2010,0.6580639359741018,0.3419360640258981
140,69387,Lyon 7e,Université Lumière - Lyon 2,2010,0.5573950183316324,0.44260498166836754
141,30189,Nîmes,Université de Nîmes,2010,0.5629360024264483,0.4370639975735517
142,35238,Rennes,Sciences Po Rennes,2010,0.8223028105167725,0.17769718948322757
143,33318,Pessac,Bordeaux INP,2010,0.7849973586899102,0.2150026413100898
144,35238,Rennes,École des hautes études en santé publique,2010,0.45255474452554745,0.5474452554744526
145,38185,Grenoble,Université Grenoble Alpes,2010,0.5904926962119337,0.4095073037880664
146,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2010,0.6272867156778936,0.3727132843221063
147,25056,Besançon,École nationale supérieure de mécanique et des microtechniques,2010,0.7594070695553021,0.24059293044469784
148,93079,Villetaneuse,Université Sorbonne Paris Nord,2010,0.4154587090986354,0.5845412909013645
149,54547,Vandœuvre-lès-Nancy,Université de Lorraine,2010,0.7684703433922997,0.2315296566077003
150,31555,Toulouse,Institut national des sciences appliquées de Toulouse,2010,0.7516517683637777,0.2483482316362223
151,69081,Écully,Centrale Lyon,2010,0.7530364372469636,0.24696356275303644
152,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2010,0.49392952324548417,0.5060704767545159
153,69387,Lyon 7e,Sciences Po Lyon,2010,0.7801857585139319,0.21981424148606812
154,41018,Blois,Institut national des sciences appliquées Centre Val de Loire,2010,0.7631578947368421,0.23684210526315788
155,41018,Blois,Institut national des sciences appliquées Centre Val de Loire,2010,0.7118279569892473,0.28817204301075267
156,35238,Rennes,École nationale supérieure de chimie de Rennes,2010,0.8449438202247191,0.1550561797752809
157,33318,Pessac,Université de Bordeaux,2010,0.6213013877978528,0.3786986122021472
158,94028,Créteil,Université Paris-Est Créteil,2010,0.5425116561161442,0.4574883438838558
159,84007,Avignon,Avignon Université,2010,0.5550674140281775,0.44493258597182245
160,33063,Bordeaux,Université de Bordeaux,2010,0.7388863942523575,0.2611136057476426
161,59183,Dunkerque,Université du Littoral Côte d'Opale,2010,0.5638425371070342,0.4361574628929658
162,73065,Chambéry,Université Savoie Mont Blanc,2010,0.622755005585632,0.377244994414368
163,75105,Paris  5e,Sorbonne Université,2011,0.6331340133661625,0.3668659866338375
164,31555,Toulouse,Université Toulouse Capitole,2011,0.6352390684666273,0.3647609315333728
165,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2011,0.8938053097345132,0.10619469026548672
166,75105,Paris  5e,Université Paris 1 - Panthéon Sorbonne,2011,0.5926473811089196,0.40735261889108043
167,94016,Cachan,École normale supérieure Paris-Saclay,2011,0.8145278450363196,0.18547215496368039
168,44109,Nantes,Université de Nantes,2011,0.6683844605720559,0.33161553942794414
169,42218,Saint-Étienne,Centrale Lyon,2011,0.7867647058823529,0.21323529411764705
170,33318,Pessac,Sciences Po Bordeaux,2011,0.7292817679558011,0.27071823204419887
171,13001,Aix-en-Provence,Sciences Po Aix,2011,0.8251302837290099,0.17486971627099016
172,75105,Paris  5e,Université Panthéon-Assas,2011,0.6646675358539765,0.33533246414602347
173,60159,Compiègne,Université de technologie de Compiègne,2011,0.7319848293299621,0.26801517067003794
174,45234,Orléans,Université d'Orléans,2011,0.6066948506480005,0.39330514935199945
175,49007,Angers,Université d'Angers,2011,0.665144596651446,0.334855403348554
176,93070,Saint-Ouen-sur-Seine,ISAE-Supméca,2011,0.8251192368839427,0.17488076311605724
177,91228,Évry-Courcouronnes,Université d'Évry-Val-d'Essonne,2011,0.4817066778488311,0.5182933221511689
178,33522,Talence,Bordeaux INP,2011,0.7991245136186771,0.20087548638132297
179,59032,Aulnoy-lez-Valenciennes,Université Polytechnique Hauts-de-France,2011,0.5685274109643857,0.43147258903561425
180,93066,Saint-Denis,Université Paris 8 - Vincennes - Saint-Denis,2011,0.3866240341060485,0.6133759658939515
181,78646,Versailles,Université de Versailles Saint-Quentin-en-Yvelines,2011,0.5910347551342812,0.4089652448657188
182,91228,Évry-Courcouronnes,École nationale supérieure d'informatique pour l'industrie et l'entreprise,2011,0.7461928934010152,0.25380710659898476
183,97120,Pointe-à-Pitre,,2011,0.5632385819227084,0.4367614180772916
184,98818,Nouméa,Université de la Nouvelle-Calédonie,2011,0.5689799331103679,0.4310200668896321
185,97411,Saint-Denis,Université de La Réunion,2011,0.658155783662555,0.341844216337445
186,25056,Besançon,École nationale supérieure de mécanique et des microtechniques,2011,0.7651869158878505,0.23481308411214954
187,93079,Villetaneuse,Université Sorbonne Paris Nord,2011,0.42604957468215493,0.573950425317845
188,31555,Toulouse,Sciences Po Toulouse,2011,0.8266331658291457,0.17336683417085427
189,57463,Metz,Université de Lorraine,2011,0.5899581589958159,0.4100418410041841
190,41018,Blois,Institut national des sciences appliquées Centre Val de Loire,2011,0.6802443991853361,0.319755600814664
191,75105,Paris  5e,Sorbonne Université,2011,0.6182700333889817,0.3817299666110184
192,54395,Nancy,Université de Lorraine,2011,0.6408605070706679,0.3591394929293321
193,91471,Orsay,Université Paris-Saclay,2011,0.6467033807556983,0.35329661924430167
194,33318,Pessac,Université de Bordeaux,2011,0.6424014785667441,0.3575985214332558
195,94028,Créteil,Université Paris-Est Créteil,2011,0.550651613880891,0.44934838611910893
196,34172,Montpellier,Université de Montpellier,2011,0.6399263545502367,0.3600736454497633
197,75105,Paris  5e,IAE Paris - Sorbonne Business School,2011,0.545536519386835,0.454463480613165
198,33063,Bordeaux,Université de Bordeaux,2011,0.7553553213192792,0.24464467868072085
199,98738,Punaauia,Université de la Polynésie Française,2011,0.5233299765021819,0.47667002349781806
200,34172,Montpellier,Université Paul-Valéry - Montpellier 3,2012,0.5071187914357135,0.49288120856428647
201,38185,Grenoble,Institut polytechnique de Grenoble,2012,0.8032897701667417,0.19671022983325823
202,63113,Clermont-Ferrand,Université Clermont Auvergne,2012,0.6462835351575567,0.3537164648424433
203,67482,Strasbourg,Université de Strasbourg,2012,0.6269349491254145,0.3730650508745856
204,94016,Cachan,École normale supérieure Paris-Saclay,2012,0.8234209313047487,0.17657906869525128
205,69266,Villeurbanne,Institut national des sciences appliquées de Lyon,2012,0.6912068965517242,0.3087931034482759
206,10387,Troyes,Université de technologie de Troyes,2012,0.6124401913875598,0.3875598086124402
207,62041,Arras,Université d'Artois,2012,0.5986807387862797,0.4013192612137203
208,75113,Paris 13e,Institut national des langues et civilisations orientales,2012,0.5607367343955562,0.4392632656044438
209,31555,Toulouse,Université Toulouse - Jean Jaurès,2012,0.532662648466584,0.46733735153341605
210,33522,Talence,Université de Bordeaux,2012,0.6580818965517241,0.3419181034482759
211,21231,Dijon,Université de Bourgogne,2012,0.6498740554156172,0.3501259445843829
212,76351,Le Havre,Université Le Havre Normandie,2012,0.4970456838161118,0.5029543161838882
213,33318,Pessac,Université Bordeaux Montaigne,2012,0.608110962472717,0.391889037527283
214,2B096,Corte,Université de Corse Pasquale Paoli,2012,0.6835240883683791,0.316475911631621
215,75106,Paris  6e,Université de Paris,2012,0.6188524590163934,0.38114754098360654
216,75107,Paris  7e,École pratique des hautes études,2012,0.42401960784313725,0.5759803921568627
217,75105,Paris  5e,Institut de physique du globe,2012,0.6395348837209303,0.36046511627906974
218,59032,Aulnoy-lez-Valenciennes,Université Polytechnique Hauts-de-France,2012,0.5532084495815066,0.44679155041849344
219,93066,Saint-Denis,Université Paris 8 - Vincennes - Saint-Denis,2012,0.3855584054253793,0.6144415945746207
220,91272,Gif-sur-Yvette,CentraleSupélec,2012,0.7965274009766685,0.20347259902333154
221,63014,Aubière,Clermont Auvergne INP,2012,0.8799392097264438,0.12006079027355623
222,75113,Paris 13e,Arts et Métiers Sciences et Technologies,2012,0.7700088731144632,0.22999112688553683
223,66136,Perpignan,Université de Perpignan Via Domitia,2012,0.48083420715367586,0.5191657928463241
224,14118,Caen,Université de Caen Normandie,2012,0.6471231493943472,0.35287685060565277
225,42218,Saint-Étienne,Université Jean Monnet,2012,0.5960022347755913,0.4039977652244087
226,75107,Paris  7e,Sciences Po,2012,0.7766069546891464,0.22339304531085352
227,33318,Pessac,Université de Bordeaux,2012,0.64709242545413,0.35290757454586996
228,75105,Paris  5e,École nationale des Chartes,2012,0.8625954198473282,0.13740458015267176
229,33063,Bordeaux,Université de Bordeaux,2012,0.7581728367652772,0.24182716323472275
230,34172,Montpellier,Université Paul-Valéry - Montpellier 3,2013,0.5169309677081698,0.48306903229183024
231,13213,Marseille 13e,Centrale Marseille,2013,0.7577142857142857,0.2422857142857143
232,34172,Montpellier,Université de Montpellier,2013,0.6768729641693811,0.3231270358306189
233,31555,Toulouse,Université Toulouse Capitole,2013,0.6341166507886101,0.3658833492113899
234,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2013,0.8614130434782609,0.13858695652173914
235,75105,Paris  5e,Université Paris 1 - Panthéon Sorbonne,2013,0.6057832891103049,0.3942167108896951
236,10387,Troyes,Université de technologie de Troyes,2013,0.6364705882352941,0.3635294117647059
237,34172,Montpellier,Université de Montpellier,2013,0.6783098823335801,0.3216901176664198
238,75116,Paris 16e,Université Paris Dauphine - PSL,2013,0.7087445041524182,0.2912554958475818
239,33318,Pessac,Sciences Po Bordeaux,2013,0.7425118234366789,0.25748817656332107
240,75113,Paris 13e,Institut national des langues et civilisations orientales,2013,0.5662467749279102,0.43375322507208985
241,75105,Paris  5e,Université Panthéon-Assas,2013,0.6777595926532096,0.3222404073467903
242,34172,Montpellier,École nationale supérieure de chimie de Montpellier,2013,0.8177676537585421,0.18223234624145787
243,30189,Nîmes,Université de Nîmes,2013,0.5778028805422197,0.42219711945778027
244,49007,Angers,Université d'Angers,2013,0.688609152430079,0.31139084756992097
245,59350,Lille,Université de Lille,2013,0.7277676950998185,0.27223230490018147
246,35238,Rennes,Sciences Po Rennes,2013,0.8452278589853827,0.15477214101461736
247,38185,Grenoble,Université Grenoble Alpes,2013,0.7213321332133213,0.27866786678667865
248,75106,Paris  6e,Université de Paris,2013,0.6467512823885309,0.35324871761146914
249,68224,Mulhouse,Université de Haute-Alsace,2013,0.5812264658418504,0.41877353415814955
250,93070,Saint-Ouen-sur-Seine,ISAE-Supméca,2013,0.8125,0.1875
251,18033,Bourges,Institut national des sciences appliquées Centre Val de Loire,2013,0.7610773240660296,0.23892267593397046
252,59009,Villeneuve-d'Ascq,Université de Lille,2013,0.6082839581372169,0.3917160418627831
253,63014,Aubière,Clermont Auvergne INP,2013,0.886039886039886,0.11396011396011396
254,78646,Versailles,Université de Versailles Saint-Quentin-en-Yvelines,2013,0.6160171612441903,0.3839828387558098
255,38421,Saint-Martin-d'Hères,Université Grenoble Alpes,2013,0.6014375561545373,0.3985624438454627
256,98818,Nouméa,Université de la Nouvelle-Calédonie,2013,0.5710466004583652,0.42895339954163486
257,17300,La Rochelle,La Rochelle Université,2013,0.6214295476288096,0.37857045237119036
258,25056,Besançon,École nationale supérieure de mécanique et des microtechniques,2013,0.7206896551724138,0.2793103448275862
259,37261,Tours,Université de Tours,2013,0.6922774697690662,0.30772253023093377
260,69266,Villeurbanne,Université Claude Bernard - Lyon 1,2013,0.7301240384888309,0.26987596151116916
261,57463,Metz,Université de Lorraine,2013,0.6604708798017348,0.3395291201982652
262,92050,Nanterre,Université Paris Nanterre,2013,0.553751114507706,0.44624888549229397
263,75113,Paris 13e,Arts et Métiers Sciences et Technologies,2013,0.7726161369193154,0.2273838630806846
264,31555,Toulouse,Toulouse INP,2013,0.7842920353982301,0.2157079646017699
265,87085,Limoges,Université de Limoges,2013,0.8465608465608465,0.15343915343915343
266,42218,Saint-Étienne,Université Jean Monnet,2013,0.5957369504662711,0.40426304953372894
267,75105,Paris  5e,IAE Paris - Sorbonne Business School,2013,0.512306289881495,0.487693710118505
268,59183,Dunkerque,Université du Littoral Côte d'Opale,2013,0.5834574520901599,0.41654254790984013
269,59009,Villeneuve-d'Ascq,Centrale Lille Institut,2014,0.7567398119122257,0.2432601880877743
270,51454,Reims,Université de Reims Champagne-Ardenne,2014,0.6496809868141217,0.3503190131858783
271,75105,Paris  5e,Université Paris 1 - Panthéon Sorbonne,2014,0.6045114862994742,0.3954885137005259
272,94016,Cachan,École normale supérieure Paris-Saclay,2014,0.8311111111111111,0.1688888888888889
273,80021,Amiens,Université de Picardie Jules-Verne,2014,0.6412288585668764,0.3587711414331236
274,75116,Paris 16e,Université Paris Dauphine - PSL,2014,0.7141203703703703,0.28587962962962965
275,33318,Pessac,Sciences Po Bordeaux,2014,0.7395323545405111,0.26046764545948886
276,34172,Montpellier,École nationale supérieure de chimie de Montpellier,2014,0.8522727272727273,0.14772727272727273
277,30189,Nîmes,Université de Nîmes,2014,0.6007936507936508,0.39920634920634923
278,45234,Orléans,Université d'Orléans,2014,0.6316354903943378,0.3683645096056623
279,31555,Toulouse,Université Toulouse - Jean Jaurès,2014,0.5709582198001817,0.42904178019981837
280,49007,Angers,Université d'Angers,2014,0.7001932412687939,0.2998067587312061
281,86062,Chasseneuil-du-Poitou,École nationale supérieure de mécanique et d'aérotechnique de Poitiers,2014,0.8316400580551524,0.1683599419448476
282,21231,Dijon,Université de Bourgogne,2014,0.6832024303497333,0.31679756965026673
283,75105,Paris  5e,Institut de physique du globe,2014,0.6219512195121951,0.3780487804878049
284,59512,Roubaix,École nationale supérieure des arts et industries textiles,2014,0.7995110024449877,0.20048899755501223
285,78646,Versailles,Université de Versailles Saint-Quentin-en-Yvelines,2014,0.6311360448807855,0.3688639551192146
286,95127,Cergy,CY Cergy Paris Université,2014,0.617415030547482,0.38258496945251796
287,29019,Brest,École nationale d'ingénieurs de Brest,2014,0.7601880877742947,0.23981191222570533
288,31555,Toulouse,Sciences Po Toulouse,2014,0.8382861091914305,0.16171389080856946
289,69081,Écully,Centrale Lyon,2014,0.7876312718786465,0.21236872812135357
290,63014,Aubière,Clermont Auvergne INP,2014,0.8760330578512396,0.12396694214876033
291,69387,Lyon 7e,Sciences Po Lyon,2014,0.819813829787234,0.18018617021276595
292,75105,Paris  5e,Sorbonne Université,2014,0.6233623410155876,0.37663765898441237
293,54395,Nancy,Université de Lorraine,2014,0.6502270064440538,0.3497729935559461
294,75114,Paris 14e,Observatoire de Paris,2014,0.7156862745098039,0.28431372549019607
295,75105,Paris  5e,Chimie ParisTech-PSL,2014,0.8571428571428571,0.14285714285714285
296,94028,Créteil,Université Paris-Est Créteil,2014,0.6144337016574586,0.3855662983425414
297,84007,Avignon,Avignon Université,2014,0.5859794447001074,0.4140205552998926
298,13207,Marseille  7e,Aix-Marseille Université,2014,0.6411681752590843,0.35883182474091563
299,38185,Grenoble,Institut polytechnique de Grenoble,2015,0.7911482765653681,0.20885172343463185
300,51454,Reims,Université de Reims Champagne-Ardenne,2015,0.6546404178384894,0.34535958216151064
301,56121,Lorient,Université Bretagne Sud,2015,0.6912366912366913,0.30876330876330876
302,69387,Lyon 7e,Université Jean Moulin - Lyon 3,2015,0.6278164221986995,0.37218357780130046
303,44109,Nantes,Université de Nantes,2015,0.7189425251501209,0.28105747484987914
304,38421,Saint-Martin-d'Hères,Sciences Po Grenoble,2015,0.7788778877887789,0.22112211221122113
305,75105,Paris  5e,École normale supérieure PSL,2015,0.7705779334500875,0.22942206654991243
306,80021,Amiens,Université de Picardie Jules-Verne,2015,0.6573147055464617,0.3426852944535384
307,69266,Villeurbanne,Institut national des sciences appliquées de Lyon,2015,0.7080026455026455,0.2919973544973545
308,35238,Rennes,Université de Rennes 1,2015,0.7577060643813045,0.2422939356186955
